mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy
0.01621345111301967,0.002098365180457656,0.003955909184047154,0.000978897027523174,5,1,2,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.4217687074829932,0.43708609271523186,0.42028985507246375,0.49056603773584906,0.4832214765100671,0.4832214765100671,0.5490196078431372,0.46931046483854416,0.04291857470374058,113,0.76859009152333,0.7599992513429036,0.7681128226244174,0.7835245840760547,0.7850378787878788,0.784963606654783,0.8101140077243019,0.7800488918190956,0.015310117939325185,121,0.8650793650793651,0.8650793650793651,0.873015873015873,0.8714285714285714,0.8777777777777778,0.8777777777777778,0.8904761904761904,0.8743764172335603,0.008156964058324211,113
0.01598773683820452,0.0030803425493864836,0.004642418452671596,0.002274415207117998,5,1,5,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.4217687074829932,0.43708609271523186,0.42028985507246375,0.49056603773584906,0.4832214765100671,0.4832214765100671,0.5490196078431372,0.46931046483854416,0.04291857470374058,113,0.76859009152333,0.7599992513429036,0.7681128226244174,0.7835245840760547,0.7850378787878788,0.784963606654783,0.8101140077243019,0.7800488918190956,0.015310117939325185,121,0.8650793650793651,0.8650793650793651,0.873015873015873,0.8714285714285714,0.8777777777777778,0.8777777777777778,0.8904761904761904,0.8743764172335603,0.008156964058324211,113
0.016117027827671597,0.0021298912806111095,0.0040564196450369695,0.0021693851485217667,5,1,10,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.4217687074829932,0.43708609271523186,0.42028985507246375,0.49056603773584906,0.4832214765100671,0.48,0.5490196078431372,0.4688502539085345,0.0427840019161802,117,0.76859009152333,0.7599992513429036,0.7681128226244174,0.7835245840760547,0.7850378787878788,0.7834317439096851,0.8101140077243019,0.7798300542840817,0.015249131200057131,125,0.8650793650793651,0.8650793650793651,0.873015873015873,0.8714285714285714,0.8777777777777778,0.8761904761904762,0.8904761904761904,0.8741496598639458,0.008080965841816506,117
0.016413858958653042,0.0026319792431733725,0.004484142575945173,0.0016434085528044542,5,1,15,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 15}",0.4217687074829932,0.43708609271523186,0.42028985507246375,0.49056603773584906,0.4832214765100671,0.48,0.5298013245033113,0.466104784859988,0.03788788014661183,119,0.76859009152333,0.7599992513429036,0.7681128226244174,0.7835245840760547,0.7850378787878788,0.7834317439096851,0.806363265002971,0.7792942338953202,0.014205812327335591,127,0.8650793650793651,0.8650793650793651,0.873015873015873,0.8714285714285714,0.8777777777777778,0.8761904761904762,0.8873015873015873,0.8736961451247167,0.007192177563334988,119
0.014640467507498605,0.0009450882218438021,0.003552300589425223,0.0015920377614508313,5,2,2,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.4217687074829932,0.43708609271523186,0.42028985507246375,0.49056603773584906,0.4832214765100671,0.4832214765100671,0.5490196078431372,0.46931046483854416,0.04291857470374058,113,0.76859009152333,0.7599992513429036,0.7681128226244174,0.7835245840760547,0.7850378787878788,0.784963606654783,0.8101140077243019,0.7800488918190956,0.015310117939325185,121,0.8650793650793651,0.8650793650793651,0.873015873015873,0.8714285714285714,0.8777777777777778,0.8777777777777778,0.8904761904761904,0.8743764172335603,0.008156964058324211,113
0.013771363667079381,0.0013977191004975263,0.003116233008248465,0.0010360347283216505,5,2,5,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.4217687074829932,0.43708609271523186,0.42028985507246375,0.49056603773584906,0.4832214765100671,0.4832214765100671,0.5490196078431372,0.46931046483854416,0.04291857470374058,113,0.76859009152333,0.7599992513429036,0.7681128226244174,0.7835245840760547,0.7850378787878788,0.784963606654783,0.8101140077243019,0.7800488918190956,0.015310117939325185,121,0.8650793650793651,0.8650793650793651,0.873015873015873,0.8714285714285714,0.8777777777777778,0.8777777777777778,0.8904761904761904,0.8743764172335603,0.008156964058324211,113
0.015918493270874023,0.001877608942643696,0.0027967861720493863,9.484050627052623e-05,5,2,10,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.4217687074829932,0.43708609271523186,0.42028985507246375,0.49056603773584906,0.4832214765100671,0.48,0.5490196078431372,0.4688502539085345,0.0427840019161802,117,0.76859009152333,0.7599992513429036,0.7681128226244174,0.7835245840760547,0.7850378787878788,0.7834317439096851,0.8101140077243019,0.7798300542840817,0.015249131200057131,125,0.8650793650793651,0.8650793650793651,0.873015873015873,0.8714285714285714,0.8777777777777778,0.8761904761904762,0.8904761904761904,0.8741496598639458,0.008080965841816506,117
0.013307332992553711,0.0009146172819815703,0.0027140208653041293,0.00013982169361629012,5,2,15,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 15}",0.4217687074829932,0.43708609271523186,0.42028985507246375,0.49056603773584906,0.4832214765100671,0.48,0.5298013245033113,0.466104784859988,0.03788788014661183,119,0.76859009152333,0.7599992513429036,0.7681128226244174,0.7835245840760547,0.7850378787878788,0.7834317439096851,0.806363265002971,0.7792942338953202,0.014205812327335591,127,0.8650793650793651,0.8650793650793651,0.873015873015873,0.8714285714285714,0.8777777777777778,0.8761904761904762,0.8873015873015873,0.8736961451247167,0.007192177563334988,119
0.012632472174508231,0.000647073706863154,0.002704347882952009,0.00026332661507171316,5,5,2,"{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.4217687074829932,0.4285714285714286,0.43165467625899273,0.4874999999999999,0.4729729729729731,0.4705882352941177,0.5394736842105263,0.4646471006844331,0.03864564405418805,121,0.779221022291265,0.7815605757173071,0.7715098541990305,0.7867647058823529,0.7888721776589424,0.7771836007130124,0.8049799465240641,0.7842988404265677,0.010015496498966308,117,0.8650793650793651,0.8603174603174604,0.8746031746031746,0.8698412698412699,0.8761904761904762,0.8714285714285714,0.8888888888888888,0.8723356009070297,0.008435861785822318,121
0.013449396405901228,0.0011874269548842976,0.004060506820678711,0.002381307192491554,5,5,5,"{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.4217687074829932,0.4285714285714286,0.43165467625899273,0.4874999999999999,0.4729729729729731,0.4705882352941177,0.5394736842105263,0.4646471006844331,0.03864564405418805,121,0.779221022291265,0.7815605757173071,0.7715098541990305,0.7867647058823529,0.7888721776589424,0.7771836007130124,0.8049799465240641,0.7842988404265677,0.010015496498966308,117,0.8650793650793651,0.8603174603174604,0.8746031746031746,0.8698412698412699,0.8761904761904762,0.8714285714285714,0.8888888888888888,0.8723356009070297,0.008435861785822318,121
